Price Period,Town,Super,Diesel,Kerosene,TOWNS,Super , Diesel,                      TOWNS, Diesel ,Kerosene ,Petrol,TOWN,Super Petrol,Period
June 15th 2022 - July 14th 2022,,160.36,141.55,129.51,,,,,,,,Kabartonjo,,
June 15th 2022 - July 14th 2022,,160.43,141.61,129.57,,,,,,,,Tindiret,,
June 15th 2022 - July 14th 2022,,159.59,140.78,128.74,,,,,,,,O'lessos,,
June 15th 2022 - July 14th 2022,,159.99,141.19,129.14,,,,,,,,Kobujoi,,
June 15th 2022 - July 14th 2022,,160.07,141.27,129.21,,,,,,,,Serem,,
June 15th 2022 - July 14th 2022,,159.53,140.72,128.67000000000002,,,,,,,,Kabiyet,,
June 15th 2022 - July 14th 2022,,159.95000000000002,141.15,129.10000000000002,,,,,,,,Cheptulu,,
June 15th 2022 - July 14th 2022,,160.5,141.69,129.65,,,,,,,,Songor,,
June 15th 2022 - July 14th 2022,,160.13,141.33,129.28,,,,,,,,Kapcherop,,
June 15th 2022 - July 14th 2022,,160.82,142.01,129.97,,,,,,,,Sambalat,,
June 15th 2022 - July 14th 2022,,160.47,141.67000000000002,129.61,,,,,,,,Arror,,
June 15th 2022 - July 14th 2022,,160.68,141.87,129.82,,,,,,,,Tot,,
June 15th 2022 - July 14th 2022,,159.72,140.91000000000003,128.87,,,,,,,,Kaptarakwa,,
June 15th 2022 - July 14th 2022,,162.67000000000002,143.85999999999999,131.82,,,,,,,,Kapese,,
June 15th 2022 - July 14th 2022,,162.07,143.25,131.21,,,,,,,,Kalemngorok,,
June 15th 2022 - July 14th 2022,,161.04,142.24,130.19,,,,,,,,Marich,,
June 15th 2022 - July 14th 2022,,161.54,142.72,130.68,,,,,,,,Alale,,
June 15th 2022 - July 14th 2022,,161.19,142.39,130.34,,,,,,,,Kunyao,,
June 15th 2022 - July 14th 2022,,160.78,141.98000000000002,129.93,,,,,,,,Asilong,,
June 15th 2022 - July 14th 2022,,160.82,142.01,129.97,,,,,,,,Orolwo,,
June 15th 2022 - July 14th 2022,,160.77,141.96,129.92000000000002,,,,,,,,Sebit,,
June 15th 2022 - July 14th 2022,,160.68,141.87,129.82,,,,,,,,Morpus,,
June 15th 2022 - July 14th 2022,,160.57,141.75,129.71,,,,,,,,Chepkorniswo,,
June 15th 2022 - July 14th 2022,,160.51000000000002,141.7,129.66000000000003,,,,,,,,Kaibichbich,,
June 15th 2022 - July 14th 2022,,160.24,141.43,129.39,,,,,,,,Keringet,,
June 15th 2022 - July 14th 2022,,159.53,140.7,128.66000000000003,,,,,,,,Kisumu,,
June 15th 2022 - July 14th 2022,,159.64000000000001,140.8,128.77,,,,,,,,Sondu,,
June 15th 2022 - July 14th 2022,,160.11,141.29000000000002,129.25,,,,,,,,Oyugis,,
June 15th 2022 - July 14th 2022,,159.58,140.75,128.72,,,,,,,,Kakamega,,
June 15th 2022 - July 14th 2022,,159.86,141.03,128.99,,,,,,,,Mumias,,
June 15th 2022 - July 14th 2022,,159.75,140.91000000000003,128.88,,,,,,,,Bondo,,
June 15th 2022 - July 14th 2022,,159.86,141.04000000000002,129.0,,,,,,,,Siaya,,
June 15th 2022 - July 14th 2022,,160.05,141.21,129.17000000000002,,,,,,,,Kericho,,
June 15th 2022 - July 14th 2022,,160.1,141.28,129.24,,,,,,,,Nyamira,,
June 15th 2022 - July 14th 2022,,160.41,141.58,129.55,,,,,,,,Kisii,,
June 15th 2022 - July 14th 2022,,160.24,141.42000000000002,129.38,,,,,,,,Sotik,,
June 15th 2022 - July 14th 2022,,160.43,141.60000000000002,129.56,,,,,,,,Keroka,,
June 15th 2022 - July 14th 2022,,160.4,141.57,129.54000000000002,,,,,,,,Busia,,
June 15th 2022 - July 14th 2022,,160.35,141.52,129.48000000000002,,,,,,,,Homabay,,
June 15th 2022 - July 14th 2022,,161.20000000000002,142.37,130.34,,,,,,,,Migori,,
June 15th 2022 - July 14th 2022,,161.48000000000002,142.66,130.62,,,,,,,,Isebania,,
June 15th 2022 - July 14th 2022,,160.64000000000001,141.82,129.78,,,,,,,,Bomet,,
June 15th 2022 - July 14th 2022,,159.77,140.93,128.9,,,,,,,,Muhoroni,,
June 15th 2022 - July 14th 2022,,160.34,141.5,129.47,,,,,,,,Mbita,,
June 15th 2022 - July 14th 2022,,159.53,140.7,128.66000000000003,,,,,,,,Mbale,,
June 15th 2022 - July 14th 2022,,160.99,142.15,130.12,,,,,,,,Etago,,
June 15th 2022 - July 14th 2022,,161.08,142.26,130.22,,,,,,,,Magenche,,
June 15th 2022 - July 14th 2022,,160.92000000000002,142.09,130.06,,,,,,,,Kilgoris,,
June 15th 2022 - July 14th 2022,,159.9,141.06,129.03,,,,,,,,Malava,,
June 15th 2022 - July 14th 2022,,160.29,141.45,129.42000000000002,,,,,,,,Lugari,,
June 15th 2022 - July 14th 2022,,160.41,141.58,129.55,,,,,,,,Rodi Kopany,,
June 15th 2022 - July 14th 2022,,160.68,141.86,129.82,,,,,,,,Ndhiwa,,
June 15th 2022 - July 14th 2022,,160.4,141.57,129.54000000000002,,,,,,,,Rangwe,,
June 15th 2022 - July 14th 2022,,160.41,141.58,129.55,,,,,,,,Sindo,,
June 15th 2022 - July 14th 2022,,159.5,140.66000000000003,128.63,,,,,,,,Awasi,,
June 15th 2022 - July 14th 2022,,159.53,140.7,128.66000000000003,,,,,,,,Ahero,,
June 15th 2022 - July 14th 2022,,159.96,141.13,129.10000000000002,,,,,,,,Ugunja,,
June 15th 2022 - July 14th 2022,,159.62,140.78,128.75,,,,,,,,Asembo,,
June 15th 2022 - July 14th 2022,,160.09,141.26,129.22,,,,,,,,Usenge,,
June 15th 2022 - July 14th 2022,,159.57,140.75,128.71,,,,,,,,Harambee,,
June 15th 2022 - July 14th 2022,,161.34,142.52,130.48000000000002,,,,,,,,Muhuru Bay,,
June 15th 2022 - July 14th 2022,,161.58,142.75,130.71,,,,,,,,Kehancha,,
June 15th 2022 - July 14th 2022,,161.88,143.06,131.02,,,,,,,,Ntimaru,,
June 15th 2022 - July 14th 2022,,160.66,141.83,129.8,,,,,,,,Rongo,,
June 15th 2022 - July 14th 2022,,160.62,141.8,129.75,,,,,,,,Kaspokwony,,
June 15th 2022 - July 14th 2022,,160.57,141.74,129.7,,,,,,,,Chwele,,
June 15th 2022 - July 14th 2022,,160.49,141.67000000000002,129.62,,,,,,,,Kimilili,,
June 15th 2022 - July 14th 2022,,160.4,141.57,129.54000000000002,,,,,,,,Nambale,,
June 15th 2022 - July 14th 2022,,160.39000000000001,141.56,129.53,,,,,,,,SioPort,,
June 15th 2022 - July 14th 2022,,160.44,141.61,129.57,,,,,,,,Port Bunyala,,
June 15th 2022 - July 14th 2022,,160.26000000000002,141.43,129.4,,,,,,,,Funyula,,
June 15th 2022 - July 14th 2022,,160.57,141.74,129.7,,,,,,,,Ogembo,,
June 15th 2022 - July 14th 2022,,160.83,142.0,129.96,,,,,,,,Nyangusu,,
June 15th 2022 - July 14th 2022,,160.75,141.92000000000002,129.88,,,,,,,,Sengera,,
June 15th 2022 - July 14th 2022,,160.48000000000002,141.64,129.61,,,,,,,,Keumbu,,
June 15th 2022 - July 14th 2022,,160.18,141.35000000000002,129.31,,,,,,,,Marani,,
June 15th 2022 - July 14th 2022,,160.54,141.71,129.68,,,,,,,,Kerina,,
June 15th 2022 - July 14th 2022,,159.9,141.07,129.03,,,,,,,,Ikonge,,
June 15th 2022 - July 14th 2022,,160.3,141.47,129.43,,,,,,,,Nyansiongo,,
15th December 2022 –14th January 2023,,,159.76,143.69,Mombasa,,,,,,,,174.98,
15th December 2022 –14th January 2023,,,160.47,144.41,Kilifi,,,,,,,,175.69,
15th December 2022 –14th January 2023,,,160.11,144.05,Likoni Mainland,,,,,,,,175.34,
15th December 2022 –14th January 2023,,,160.11,144.05,Kwale,,,,,,,,175.34,
15th December 2022 –14th January 2023,,,160.67,144.61,Malindi,,,,,,,,175.9,
15th December 2022 –14th January 2023,,,160.83,144.76,Lungalunga,,,,,,,,176.05,
15th December 2022 –14th January 2023,,,161.24,145.17,Voi,,,,,,,,176.46,
15th December 2022 –14th January 2023,,,162.64,146.58,Taveta,,,,,,,,177.86,
15th December 2022 –14th January 2023,,,163.06,147.0,Lamu,,,,,,,,178.27,
15th December 2022 –14th January 2023,,,163.34,147.28,Hola,,,,,,,,178.57,
15th December 2022 –14th January 2023,,,163.06,147.0,Mpeketoni,,,,,,,,178.27,
15th December 2022 –14th January 2023,,,162.02,145.96,Minjila,,,,,,,,177.25,
15th December 2022 –14th January 2023,,,162.11,146.05,Garsen,,,,,,,,177.33,
15th December 2022 –14th January 2023,,,160.06,144.0,Samburu,,,,,,,,175.28,
15th December 2022 –14th January 2023,,,160.24,144.18,Taru,,,,,,,,175.46,
15th December 2022 –14th January 2023,,,161.57,145.51,Mwatate,,,,,,,,176.79,
15th December 2022 –14th January 2023,,,161.74,145.68,Wundanji,,,,,,,,176.96,
15th December 2022 –14th January 2023,,,159.92,143.85,Kaloleni,,,,,,,,175.13,
15th December 2022 –14th January 2023,,,161.34,145.27,Marereni,,,,,,,,176.56,
15th December 2022 –14th January 2023,,,162.0,145.94,Nairobi,,,,,,,,177.3,
15th December 2022 –14th January 2023,,,162.01,145.94,Thika,,,,,,,,177.31,
15th December 2022 –14th January 2023,,,162.24,146.18,Machakos,,,,,,,,177.54,
15th December 2022 –14th January 2023,,,162.42,146.36,Kajiado,,,,,,,,177.72,
15th December 2022 –14th January 2023,,,162.29,146.23,Makuyu,,,,,,,,177.59,
15th December 2022 –14th January 2023,,,162.52,146.46,Muranga,,,,,,,,177.82,
15th December 2022 –14th January 2023,,,162.75,146.68,Sagana,,,,,,,,178.05,
15th December 2022 –14th January 2023,,,163.1,147.04,Embu,,,,,,,,178.4,
15th December 2022 –14th January 2023,,,163.03,146.97,Kerugoya,,,,,,,,178.33,
15th December 2022 –14th January 2023,,,163.4,147.33,Narok,,,,,,,,178.69,
15th December 2022 –14th January 2023,,,163.37,147.31,Nyeri,,,,,,,,178.67,
15th December 2022 –14th January 2023,,,163.55,147.48,Namanga,,,,,,,,178.85,
15th December 2022 –14th January 2023,,,163.34,147.28,Kiganjo,,,,,,,,178.64,
15th December 2022 –14th January 2023,,,163.63,147.57,Chuka,,,,,,,,178.93,
15th December 2022 –14th January 2023,,,163.54,147.47,Kitui,,,,,,,,178.84,
15th December 2022 –14th January 2023,,,163.93,147.86,Mwingi,,,,,,,,179.22,
15th December 2022 –14th January 2023,,,163.94,147.87,Nanyuki,,,,,,,,179.23,
15th December 2022 –14th January 2023,,,164.91,148.84,Nkubu,,,,,,,,180.21,
15th December 2022 –14th January 2023,,,164.44,148.38,Mtito Andei,,,,,,,,179.74,
15th December 2022 –14th January 2023,,,165.1,149.04,Meru,,,,,,,,180.4,
15th December 2022 –14th January 2023,,,164.96,148.89,Isiolo,,,,,,,,180.26,
15th December 2022 –14th January 2023,,,165.56,149.49,Maua,,,,,,,,180.85,
15th December 2022 –14th January 2023,,,166.17,150.11,Garissa,,,,,,,,181.47,
15th December 2022 –14th January 2023,,,169.85,153.79,Marsabit,,,,,,,,185.15,
15th December 2022 –14th January 2023,,,168.94,152.87,Liboi,,,,,,,,184.24,
15th December 2022 –14th January 2023,,,171.44,155.37,Moyale,,,,,,,,186.74,
15th December 2022 –14th January 2023,,,170.49,154.43,Sololo,,,,,,,,185.79,
15th December 2022 –14th January 2023,,,168.86,152.8,Habaswein,,,,,,,,184.16,
15th December 2022 –14th January 2023,,,167.55,151.49,Dadaab,,,,,,,,182.85,
15th December 2022 –14th January 2023,,,171.12,155.04,Tarbaj,,,,,,,,186.42,
15th December 2022 –14th January 2023,,,172.72,156.65,Elwak,,,,,,,,188.02,
15th December 2022 –14th January 2023,,,171.27,155.21,Wajir,,,,,,,,186.57,
15th December 2022 –14th January 2023,,,169.0,152.94,Modogashe,,,,,,,,184.3,
15th December 2022 –14th January 2023,,,175.05,158.98,Mandera,,,,,,,,190.35,
15th December 2022 –14th January 2023,,,162.9,146.84,Matuu,,,,,,,,178.2,
15th December 2022 –14th January 2023,,,167.35,151.29,Merti,,,,,,,,182.65,
15th December 2022 –14th January 2023,,,164.36,148.29,Oldonyiro,,,,,,,,179.67,
15th December 2022 –14th January 2023,,,173.04,156.98,Eldas,,,,,,,,188.34,
15th December 2022 –14th January 2023,,,170.08,154.02,Bute,,,,,,,,185.38,
15th December 2022 –14th January 2023,,,168.67,152.6,Hadado,,,,,,,,183.97,
15th December 2022 –14th January 2023,,,162.12,146.06,Mai Mahiu,,,,,,,,177.42,
15th December 2022 –14th January 2023,,,164.7,148.63,Doldo,,,,,,,,180.0,
15th December 2022 –14th January 2023,,,163.82,147.75,Lamuria,,,,,,,,179.12,
15th December 2022 –14th January 2023,,,164.68,148.62,Sipili,,,,,,,,179.98,
15th December 2022 –14th January 2023,,,164.31,148.25,Marimanti,,,,,,,,179.61,
15th December 2022 –14th January 2023,,,163.65,147.58,Mutuobare,,,,,,,,178.95,
15th December 2022 –14th January 2023,,,170.82,154.75,North Horr,,,,,,,,186.11,
15th December 2022 –14th January 2023,,,169.43,153.37,Maikona,,,,,,,,184.73,
15th December 2022 –14th January 2023,,,169.97,153.91,Kalacha,,,,,,,,185.27,
15th December 2022 –14th January 2023,,,170.04,153.97,Loyangalani,,,,,,,,185.34,
15th December 2022 –14th January 2023,,,169.84,153.78,Turbi,,,,,,,,185.14,
15th December 2022 –14th January 2023,,,167.06,150.98,Laisamis,,,,,,,,182.36,
15th December 2022 –14th January 2023,,,166.75,150.69,Merille,,,,,,,,182.05,
15th December 2022 –14th January 2023,,,168.0,151.93,Korr,,,,,,,,183.3,
15th December 2022 –14th January 2023,,,161.83,145.79,Nakuru,,,,,,,,176.62,
15th December 2022 –14th January 2023,,,161.79,145.76,Gilgil,,,,,,,,176.58,
15th December 2022 –14th January 2023,,,161.78,145.74,Mogotio,,,,,,,,176.57,
15th December 2022 –14th January 2023,,,161.86,145.83,Molo,,,,,,,,176.65,
15th December 2022 –14th January 2023,,,162.56,146.53,Olenguruone,,,,,,,,177.36,
15th December 2022 –14th January 2023,,,162.09,146.05,Londiani,,,,,,,,176.88,
15th December 2022 –14th January 2023,,,162.08,146.04,Nyahururu,,,,,,,,176.87,
15th December 2022 –14th January 2023,,,165.06,149.03,Archers Post,,,,,,,,179.85,
15th December 2022 –14th January 2023,,,166.16,150.13,Lodosoit,,,,,,,,180.95,
15th December 2022 –14th January 2023,,,162.15,146.11,Naivasha,,,,,,,,176.95,
15th December 2022 –14th January 2023,,,162.55,146.51,Marigat,,,,,,,,177.34,
15th December 2022 –14th January 2023,,,163.04,147.01,Kabarnet ,,,,,,,,177.83,
15th December 2022 –14th January 2023,,,164.13,148.1,Maralal,,,,,,,,178.92,
15th December 2022 –14th January 2023,,,164.97,148.93,Wamba,,,,,,,,179.76,
15th December 2022 –14th January 2023,,,162.62,146.58,Rumuruti,,,,,,,,177.41,
15th December 2022 –14th January 2023,,,162.72,146.67,Eldoret,,,,,,,,177.5,
15th December 2022 –14th January 2023,,,162.72,146.67,Kiplombe,,,,,,,,177.5,
15th December 2022 –14th January 2023,,,162.72,146.67,Iten,,,,,,,,177.5,
15th December 2022 –14th January 2023,,,162.72,146.67,Naiberi,,,,,,,,177.5,
15th December 2022 –14th January 2023,,,162.72,146.67,Kesses,,,,,,,,177.5,
15th December 2022 –14th January 2023,,,162.74,146.68,Kapsabet,,,,,,,,177.52,
15th December 2022 –14th January 2023,,,163.15,147.1,Webuye,,,,,,,,177.93,
15th December 2022 –14th January 2023,,,163.08,147.03,Kitale,,,,,,,,177.86,
15th December 2022 –14th January 2023,,,163.72,147.67,Kapenguria ,,,,,,,,178.5,
15th December 2022 –14th January 2023,,,163.48,147.44,Bungoma,,,,,,,,178.26,
15th December 2022 –14th January 2023,,,162.74,146.68,Moiben,,,,,,,,177.52,
15th December 2022 –14th January 2023,,,162.7,146.66,Matunda,,,,,,,,177.49,
15th December 2022 –14th January 2023,,,162.67,146.62,Burnt Forest,,,,,,,,177.45,
15th December 2022 –14th January 2023,,,162.76,146.71,Tambach,,,,,,,,177.54,
15th December 2022 –14th January 2023,,,163.22,147.18,Kapsowar,,,,,,,,178.0,
15th December 2022 –14th January 2023,,,163.1,147.06,Chebara,,,,,,,,177.89,
15th December 2022 –14th January 2023,,,163.03,146.99,Kimwarer,,,,,,,,177.81,
15th December 2022 –14th January 2023,,,162.95,146.9,Timboroa,,,,,,,,177.73,
15th December 2022 –14th January 2023,,,162.91,146.87,Nandi Hills,,,,,,,,177.69,
15th December 2022 –14th January 2023,,,162.77,146.73,Kaiboi,,,,,,,,177.55,
15th December 2022 –14th January 2023,,,163.27,147.21,Kiminini,,,,,,,,178.05,
15th December 2022 –14th January 2023,,,163.61,147.57,Endebes,,,,,,,,178.39,
15th December 2022 –14th January 2023,,,163.29,147.25,Saboti,,,,,,,,178.07,
15th December 2022 –14th January 2023,,,163.93,147.87,Chepareria,,,,,,,,178.71,
15th December 2022 –14th January 2023,,,165.53,149.49,Lomut,,,,,,,,180.33,
15th December 2022 –14th January 2023,,,164.34,148.29,Burgich,,,,,,,,179.12,
15th December 2022 –14th January 2023,,,164.47,148.42,Sigor,,,,,,,,179.25,
15th December 2022 –14th January 2023,,,166.9,150.85,Lodwar,,,,,,,,181.68,
15th December 2022 –14th January 2023,,,168.49,152.44,Kakuma,,,,,,,,183.27,
15th December 2022 –14th January 2023,,,165.9,149.85,Lokichar,,,,,,,,180.68,
15th December 2022 –14th January 2023,,,167.66,151.61,Kalokol,,,,,,,,182.44,
15th December 2022 –14th January 2023,,,166.27,150.22,Lokori,,,,,,,,181.05,
15th December 2022 –14th January 2023,,,170.55,154.49,Lokitaung,,,,,,,,185.33,
15th December 2022 –14th January 2023,,,165.53,149.49,Kapedo,,,,,,,,180.33,
15th December 2022 –14th January 2023,,,163.88,147.84,Malaba,,,,,,,,178.66,
15th December 2022 –14th January 2023,,,169.68,153.63,Lokichogio,,,,,,,,184.46,
15th December 2022 –14th January 2023,,,162.91,146.87,Ziwa,,,,,,,,177.69,
15th December 2022 –14th January 2023,,,162.72,146.67,Soy,,,,,,,,177.51,
15th December 2022 –14th January 2023,,,162.78,146.74,Moi's Bridge,,,,,,,,177.57,
15th December 2022 –14th January 2023,,,162.67,146.62,Turbo,,,,,,,,177.45,
15th December 2022 –14th January 2023,,,170.77,154.73,Kibish,,,,,,,,185.56,
15th December 2022 –14th January 2023,,,169.6,153.55,Nakalale,,,,,,,,184.39,
15th December 2022 –14th January 2023,,,166.02,149.97,Loima,,,,,,,,180.8,
15th December 2022 –14th January 2023,,,167.59,151.53,Lokiriama,,,,,,,,182.37,
15th December 2022 –14th January 2023,,,164.79,148.74,Kainuk,,,,,,,,179.57,
15th December 2022 –14th January 2023,,,164.12,148.07,Kacheliba,,,,,,,,178.9,
15th December 2022 –14th January 2023,,,164.72,148.68,Kiwawa,,,,,,,,179.5,
15th December 2022 –14th January 2023,,,164.31,148.26,Ortum,,,,,,,,179.09,
15th December 2022 –14th January 2023,,,163.1,147.06,Kachibora,,,,,,,,177.89,
15th December 2022 –14th January 2023,,,163.82,147.78,Kwanza,,,,,,,,178.6,
15th December 2022 –14th January 2023,,,163.14,147.08,Kaplamai,,,,,,,,177.92,
15th December 2022 –14th January 2023,,,163.55,147.51,Eldama Ravine,,,,,,,,178.33,
15th December 2022 –14th January 2023,,,163.69,147.65,Tenges,,,,,,,,178.47,
15th December 2022 –14th January 2023,,,163.81,147.75,Barwessa,,,,,,,,178.59,
15th December 2022 –14th January 2023,,,164.71,148.66,Kipsaraman,,,,,,,,179.49,
15th December 2022 –14th January 2023,,,164.58,148.53,Loruk,,,,,,,,179.36,
15th December 2022 –14th January 2023,,,163.55,147.51,Kabartonjo,,,,,,,,178.33,
15th December 2022 –14th January 2023,,,163.61,147.57,Tindiret,,,,,,,,178.39,
15th December 2022 –14th January 2023,,,162.78,146.74,O'lessos,,,,,,,,177.57,
15th December 2022 –14th January 2023,,,163.19,147.14,Kobujoi,,,,,,,,177.97,
15th December 2022 –14th January 2023,,,163.27,147.21,Serem,,,,,,,,178.05,
15th December 2022 –14th January 2023,,,162.72,146.67,Kabiyet,,,,,,,,177.51,
15th December 2022 –14th January 2023,,,163.15,147.1,Cheptulu,,,,,,,,177.93,
15th December 2022 –14th January 2023,,,163.69,147.65,Songor,,,,,,,,178.47,
15th December 2022 –14th January 2023,,,163.33,147.28,Kapcherop,,,,,,,,178.11,
15th December 2022 –14th January 2023,,,164.01,147.97,Sambalat,,,,,,,,178.79,
15th December 2022 –14th January 2023,,,163.67,147.61,Arror,,,,,,,,178.45,
15th December 2022 –14th January 2023,,,163.87,147.82,Tot,,,,,,,,178.65,
15th December 2022 –14th January 2023,,,162.91,146.87,Kaptarakwa,,,,,,,,177.69,
15th December 2022 –14th January 2023,,,165.86,149.82,Kapese,,,,,,,,180.65,
15th December 2022 –14th January 2023,,,165.25,149.21,Kalemngorok,,,,,,,,180.03,
15th December 2022 –14th January 2023,,,164.24,148.19,Marich,,,,,,,,179.02,
15th December 2022 –14th January 2023,,,164.72,148.68,Alale,,,,,,,,179.5,
15th December 2022 –14th January 2023,,,164.39,148.34,Kunyao,,,,,,,,179.17,
15th December 2022 –14th January 2023,,,163.98,147.93,Asilong,,,,,,,,178.76,
15th December 2022 –14th January 2023,,,164.01,147.97,Orolwo,,,,,,,,178.79,
15th December 2022 –14th January 2023,,,163.96,147.92,Sebit,,,,,,,,178.74,
15th December 2022 –14th January 2023,,,163.87,147.82,Morpus,,,,,,,,178.65,
15th December 2022 –14th January 2023,,,163.75,147.71,Chepkorniswo,,,,,,,,178.53,
15th December 2022 –14th January 2023,,,163.7,147.66,Kaibichbich,,,,,,,,178.49,
15th December 2022 –14th January 2023,,,163.43,147.39,Keringet,,,,,,,,178.21,
15th December 2022 –14th January 2023,,,162.7,146.66,Kisumu,,,,,,,,177.5,
15th December 2022 –14th January 2023,,,162.8,146.77,Sondu,,,,,,,,177.59,
15th December 2022 –14th January 2023,,,163.29,147.25,Oyugis,,,,,,,,178.08,
15th December 2022 –14th January 2023,,,162.75,146.72,Kakamega,,,,,,,,177.54,
15th December 2022 –14th January 2023,,,163.03,146.99,Mumias,,,,,,,,177.82,
15th December 2022 –14th January 2023,,,162.91,146.88,Bondo,,,,,,,,177.7,
15th December 2022 –14th January 2023,,,163.04,147.0,Siaya,,,,,,,,177.83,
15th December 2022 –14th January 2023,,,163.21,147.17,Kericho,,,,,,,,178.0,
15th December 2022 –14th January 2023,,,163.28,147.24,Nyamira,,,,,,,,178.07,
15th December 2022 –14th January 2023,,,163.58,147.55,Kisii,,,,,,,,178.37,
15th December 2022 –14th January 2023,,,163.42,147.38,Sotik,,,,,,,,178.21,
15th December 2022 –14th January 2023,,,163.6,147.56,Keroka,,,,,,,,178.39,
15th December 2022 –14th January 2023,,,163.57,147.54,Busia,,,,,,,,178.36,
15th December 2022 –14th January 2023,,,163.52,147.48,Homabay,,,,,,,,178.31,
15th December 2022 –14th January 2023,,,164.37,148.34,Migori,,,,,,,,179.17,
15th December 2022 –14th January 2023,,,164.66,148.62,Isebania,,,,,,,,179.45,
15th December 2022 –14th January 2023,,,163.82,147.78,Bomet,,,,,,,,178.61,
15th December 2022 –14th January 2023,,,162.93,146.9,Muhoroni,,,,,,,,177.72,
15th December 2022 –14th January 2023,,,163.5,147.47,Mbita,,,,,,,,178.3,
15th December 2022 –14th January 2023,,,162.7,146.66,Mbale,,,,,,,,177.5,
15th December 2022 –14th January 2023,,,164.15,148.12,Etago,,,,,,,,178.94,
15th December 2022 –14th January 2023,,,164.26,148.22,Magenche,,,,,,,,179.05,
15th December 2022 –14th January 2023,,,164.09,148.06,Kilgoris,,,,,,,,178.88,
15th December 2022 –14th January 2023,,,163.06,147.03,Malava,,,,,,,,177.86,
15th December 2022 –14th January 2023,,,163.45,147.42,Lugari,,,,,,,,178.25,
15th December 2022 –14th January 2023,,,163.58,147.55,Rodi Kopany,,,,,,,,178.37,
15th December 2022 –14th January 2023,,,163.86,147.82,Ndhiwa,,,,,,,,178.65,
15th December 2022 –14th January 2023,,,163.57,147.54,Rangwe,,,,,,,,178.36,
15th December 2022 –14th January 2023,,,163.58,147.55,Sindo,,,,,,,,178.37,
15th December 2022 –14th January 2023,,,162.66,146.63,Awasi,,,,,,,,177.45,
15th December 2022 –14th January 2023,,,162.7,146.66,Ahero,,,,,,,,177.5,
15th December 2022 –14th January 2023,,,163.13,147.1,Ugunja,,,,,,,,177.93,
15th December 2022 –14th January 2023,,,162.78,146.75,Asembo,,,,,,,,177.57,
15th December 2022 –14th January 2023,,,163.26,147.22,Usenge,,,,,,,,178.06,
15th December 2022 –14th January 2023,,,162.75,146.71,Harambee,,,,,,,,177.54,
15th December 2022 –14th January 2023,,,164.52,148.48,Muhuru Bay,,,,,,,,179.31,
15th December 2022 –14th January 2023,,,164.75,148.71,Kehancha,,,,,,,,179.54,
15th December 2022 –14th January 2023,,,165.06,149.02,Ntimaru,,,,,,,,179.85,
15th December 2022 –14th January 2023,,,163.83,147.8,Rongo,,,,,,,,178.62,
15th December 2022 –14th January 2023,,,163.8,147.75,Kaspokwony,,,,,,,,178.59,
15th December 2022 –14th January 2023,,,163.74,147.7,Chwele,,,,,,,,178.53,
15th December 2022 –14th January 2023,,,163.67,147.62,Kimilili,,,,,,,,178.46,
15th December 2022 –14th January 2023,,,163.57,147.54,Nambale,,,,,,,,178.36,
15th December 2022 –14th January 2023,,,163.56,147.53,SioPort,,,,,,,,178.35,
15th December 2022 –14th January 2023,,,163.61,147.57,Port Bunyala,,,,,,,,178.4,
15th December 2022 –14th January 2023,,,163.43,147.4,Funyula,,,,,,,,178.22,
15th December 2022 –14th January 2023,,,163.74,147.7,Ogembo,,,,,,,,178.53,
15th December 2022 –14th January 2023,,,164.0,147.96,Nyangusu,,,,,,,,178.79,
15th December 2022 –14th January 2023,,,163.92,147.88,Sengera,,,,,,,,178.72,
15th December 2022 –14th January 2023,,,163.64,147.61,Keumbu,,,,,,,,178.44,
15th December 2022 –14th January 2023,,,163.35,147.31,Marani,,,,,,,,178.14,
15th December 2022 –14th January 2023,,,163.71,147.68,Kerina,,,,,,,,178.5,
15th December 2022 –14th January 2023,,,163.07,147.03,Ikonge,,,,,,,,177.86,
15th December 2022 –14th January 2023,,,163.47,147.43,Nyansiongo,,,,,,,,178.26,
February 15th 2022 - March 14th 2022,Mombasa,127.46,108.36,101.29,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kilifi,128.17,109.07,102.01,,,,,,,,,,
February 15th 2022 - March 14th 2022,Likoni Mainland,127.82,108.71,101.65,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kwale,127.82,108.71,101.65,,,,,,,,,,
February 15th 2022 - March 14th 2022,Malindi,128.39,109.27,102.21,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lungalunga,128.53,109.43,102.36,,,,,,,,,,
February 15th 2022 - March 14th 2022,Voi,128.94,109.84,102.76,,,,,,,,,,
February 15th 2022 - March 14th 2022,Taveta,130.36,111.24,104.18,,,,,,,,,,
February 15th 2022 - March 14th 2022,Lamu,130.77,111.65,104.59,,,,,,,,,,
February 15th 2022 - March 14th 2022,Hola,131.05,111.94,104.88,,,,,,,,,,
February 15th 2022 - March 14th 2022,Nairobi,129.72,110.6,103.54,,,,,,,,,,
February 15th 2022 - March 14th 2022,Thika,129.72,110.6,103.54,,,,,,,,,,
February 15th 2022 - March 14th 2022,Machakos,129.95,110.84,103.78,,,,,,,,,,
February 15th 2022 - March 14th 2023,Matuu,130.6180414752543,111.50157446276752,104.44027042970876,,,,,,,,,,
February 15th 2022 - March 14th 2022,Kajiado,130.13,111.01,103.95,,,,,,,,,,
